px_0,px_1,px_2,px_3,px_4,px_5,px_6,px_7,px_8,px_9,px_10,px_11,px_12,px_13,px_14,px_15,px_16,px_17,px_18,px_19,px_20,px_21,px_22,px_23,px_24,px_25,px_26,px_27,px_28,px_29,px_30,px_31,px_32,px_33,px_34,px_35,mask_0,mask_1,mask_2,mask_3,mask_4,mask_5,mask_6,mask_7,mask_8,mask_9,mask_10,mask_11,mask_12,mask_13,mask_14,mask_15,mask_16,mask_17,mask_18,mask_19,mask_20,mask_21,mask_22,mask_23,mask_24,mask_25,mask_26,mask_27,mask_28,mask_29,mask_30,mask_31,mask_32,mask_33,mask_34,mask_35,posture_meta
1.098,0.665,0.048,0.747,0.455,4.667,0.957,1.004,0.914,0.0,0.325,0.0,0.342,1.059,1.143,0.819,0.112,0.0,0.523,0.988,1.008,0.663,0.033,0.0,1.337,0.862,1.062,0.0,0.0,0.0,0.872,0.553,0.905,0.905,0.399,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.937,0.517,0.0,0.929,0.875,0.0,0.783,0.89,0.425,0.479,0.85,0.783,0.263,0.471,0.73,0.819,0.95,0.789,0.0,0.674,0.703,0.779,0.896,0.294,1.112,0.754,0.815,0.75,1.074,0.788,0.766,0.404,0.912,1.048,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.656,0.724,0.744,0.7,0.0,0.0,0.0,0.81,0.962,0.913,0.586,0.338,0.613,0.0,0.621,0.852,0.529,1.237,0.769,0.938,2.0,1.074,0.81,0.908,0.468,0.959,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
1.0,0.0,0.0,1.01,0.905,0.0,1.13,0.925,0.909,0.497,1.05,0.775,0.474,0.706,0.857,0.857,1.038,0.43,0.0,0.695,0.805,0.874,0.874,0.0,1.212,0.877,1.015,2.75,1.107,0.847,0.908,0.574,0.966,1.238,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.93,0.0,0.0,1.051,0.895,0.0,1.174,0.982,0.945,0.656,1.025,0.667,1.105,1.059,1.048,1.086,1.125,0.906,0.662,0.61,0.695,0.853,0.901,0.0,0.6,0.662,1.077,4.0,0.979,0.708,0.0,0.0,0.885,0.786,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.986,0.0,0.0,1.01,0.915,0.0,1.174,0.93,0.798,0.501,1.1,0.817,0.447,0.706,0.841,0.895,1.062,0.0,0.431,0.689,0.773,0.842,0.956,0.0,1.225,0.908,0.969,3.0,1.103,0.832,0.879,0.596,0.966,1.167,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.7,0.873,0.781,0.9,0.142,0.0,0.0,0.81,0.971,0.913,0.594,0.231,0.601,0.0,0.642,0.901,0.529,1.237,0.754,0.831,2.25,1.074,0.818,0.929,0.468,0.966,1.262,0.997,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.832,0.0,0.0,0.202,0.215,0.0,0.391,1.009,0.961,0.0,0.3,0.0,0.053,0.853,1.079,0.714,0.038,0.0,0.323,0.97,1.062,1.021,0.121,0.0,1.225,0.8,0.969,0.0,0.0,0.0,0.83,0.468,0.838,0.738,0.341,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.937,0.0,0.0,1.081,0.835,0.0,1.087,0.982,0.961,0.686,1.05,0.7,1.132,1.088,1.063,1.095,1.125,0.922,0.708,0.577,0.695,0.905,0.918,0.0,0.687,0.692,1.108,4.75,1.012,0.781,0.0,0.0,0.919,1.119,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.768,0.0,0.0,0.0,0.806,0.865,0.747,0.675,0.033,0.0,0.0,0.81,0.962,0.9,0.586,0.0,0.583,0.0,0.6,0.863,0.412,1.225,0.754,0.954,2.25,1.07,0.781,0.922,0.489,0.953,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.937,0.0,0.0,0.929,0.88,0.0,0.783,0.894,0.876,0.491,0.875,0.75,0.263,0.5,0.73,0.81,0.962,0.289,0.354,0.665,0.719,0.779,0.912,0.0,1.125,0.769,0.892,0.75,1.07,0.781,0.844,0.426,0.912,1.048,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.874,0.0,0.0,0.879,0.87,0.0,0.739,0.947,0.939,0.664,0.85,0.725,0.921,0.853,0.921,1.01,1.025,0.852,0.554,0.577,0.586,0.779,0.863,0.0,0.562,0.615,1.031,3.25,0.975,0.715,0.0,0.0,0.892,0.024,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.874,0.0,0.0,0.99,0.86,0.0,0.739,0.943,0.945,0.679,0.825,0.75,0.921,0.824,0.921,1.019,1.013,0.859,0.569,0.58,0.625,0.8,0.863,0.0,0.575,0.554,0.954,2.25,0.959,0.693,0.0,0.0,0.872,0.881,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.778,0.0,0.0,0.0,0.824,0.862,0.769,0.7,0.075,0.0,0.0,0.825,0.971,0.925,0.586,0.0,0.598,0.0,0.632,0.896,0.529,1.237,0.754,0.954,2.25,1.078,0.818,0.929,0.489,0.966,1.286,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.937,0.0,0.0,1.04,0.91,0.0,1.087,0.991,0.975,0.679,1.05,0.8,1.158,1.118,1.063,1.095,1.125,0.922,0.615,0.595,0.672,0.874,0.907,0.0,0.625,0.677,1.077,4.0,0.988,0.745,0.0,0.0,0.899,0.976,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.93,0.0,0.0,0.99,0.915,0.0,1.087,0.982,0.964,0.67,1.05,0.792,1.132,1.088,1.063,1.095,1.125,0.922,0.646,0.58,0.672,0.916,0.912,0.0,0.625,0.677,1.077,4.0,0.988,0.737,0.0,0.0,0.899,0.857,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.885,0.884,0.779,0.9,0.142,0.0,0.088,0.937,1.057,1.025,0.648,0.0,0.625,0.0,0.726,0.94,1.059,1.237,0.769,1.0,2.5,1.078,0.818,0.922,0.468,0.966,1.262,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
1.028,0.587,0.0,1.02,0.915,0.0,1.13,0.93,0.282,0.487,1.075,0.483,0.447,0.706,0.857,0.886,1.038,0.5,0.431,0.692,0.766,0.863,0.94,0.0,1.212,0.892,0.923,3.0,1.107,0.847,0.858,0.574,0.959,1.214,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.937,0.069,0.0,0.939,0.875,0.0,0.783,0.894,0.671,0.484,0.85,0.8,0.263,0.471,0.746,0.819,0.95,0.773,0.0,0.668,0.727,0.779,0.901,0.235,1.125,0.769,0.708,0.75,1.07,0.788,0.837,0.404,0.912,1.048,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.874,0.0,0.0,0.939,0.875,0.0,0.739,0.943,0.906,0.664,0.85,0.725,0.947,0.824,0.921,1.019,1.025,0.852,0.385,0.568,0.609,0.779,0.863,0.0,0.525,0.554,0.954,2.0,0.955,0.672,0.0,0.0,0.838,0.31,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
1.091,0.663,0.136,0.515,0.3,0.0,0.913,1.0,0.0,0.0,0.275,0.0,0.316,1.0,1.127,0.819,0.1,0.0,0.938,1.082,1.102,0.842,0.022,0.0,1.325,0.923,1.385,4.0,0.0,0.0,0.865,0.532,0.892,1.0,0.399,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.86,0.63,0.0,0.424,0.305,0.0,0.87,0.996,0.862,0.0,0.275,0.0,0.237,1.029,1.349,1.057,0.475,0.055,0.462,0.982,0.992,0.768,0.033,0.0,1.325,0.846,1.015,0.0,0.0,0.0,0.865,0.532,0.899,0.333,0.409,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
1.091,0.616,0.0,0.424,0.31,0.833,2.304,1.018,0.807,0.0,0.3,0.0,0.237,0.941,1.127,0.79,0.087,0.0,0.462,0.985,0.992,0.768,0.038,0.0,1.275,1.154,1.477,4.25,0.0,0.102,0.858,0.745,1.068,0.238,0.482,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
1.091,0.652,0.0,0.667,0.415,0.0,0.0,1.004,0.79,0.0,1.025,0.0,0.474,1.059,1.143,0.781,0.087,0.0,0.446,0.985,0.969,0.737,0.033,0.0,1.312,0.862,1.169,2.5,0.0,0.0,0.858,0.745,1.061,1.81,0.424,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.916,0.0,0.0,1.04,0.87,0.0,1.087,0.978,0.785,0.746,1.025,0.575,1.132,1.059,1.032,1.076,1.112,0.898,0.415,0.58,0.68,0.832,0.896,0.0,0.575,0.646,1.031,4.0,0.975,0.701,0.0,0.0,0.851,0.524,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.986,0.585,0.0,1.01,0.905,0.0,0.783,0.894,0.0,0.479,0.875,0.783,0.263,0.471,0.714,0.819,0.937,0.773,0.0,0.671,0.695,0.758,0.89,0.294,1.112,0.754,0.8,0.75,1.07,0.781,0.73,0.383,0.905,1.024,0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
1.098,0.597,0.0,0.313,0.285,0.0,2.304,1.031,0.992,0.0,0.325,0.0,0.184,1.0,1.127,0.762,0.087,0.0,0.415,0.979,1.0,0.758,0.033,0.0,1.312,0.862,1.0,0.0,0.0,0.0,1.092,1.255,1.095,0.857,0.424,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.859,0.826,0.739,0.875,0.0,0.0,0.088,0.921,1.038,1.0,0.625,0.0,0.616,0.0,0.716,0.907,1.0,1.325,0.862,1.092,4.0,1.103,0.854,0.972,0.66,1.014,1.429,1.012,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
1.098,0.0,0.0,0.364,0.31,0.0,0.696,1.0,0.0,0.0,0.3,0.0,0.211,0.853,1.127,0.781,0.1,0.0,0.446,0.985,1.008,0.8,0.055,0.0,1.312,0.846,1.077,0.0,0.0,0.0,0.858,0.553,0.892,0.0,0.409,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.874,0.0,0.0,0.939,0.865,0.0,0.739,0.947,0.884,0.654,0.825,0.7,0.947,0.824,0.905,1.01,1.013,0.844,0.508,0.601,0.609,0.768,0.857,0.0,0.512,0.538,0.954,2.0,0.951,0.664,0.0,0.0,0.831,0.643,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.818,0.0,0.0,0.0,0.524,0.873,0.754,0.675,0.058,0.0,0.0,0.81,0.962,0.913,0.594,0.323,0.604,0.0,0.611,0.868,0.529,1.225,0.754,0.938,2.25,1.066,0.796,0.922,0.489,0.966,1.238,0.997,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.93,0.0,0.0,1.051,0.91,0.0,1.087,0.978,0.967,0.674,1.05,0.758,1.132,1.059,1.048,1.095,1.125,0.922,0.585,0.589,0.664,0.874,0.907,0.0,0.625,0.677,1.077,4.25,0.992,0.745,0.0,0.0,0.905,0.667,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.867,0.0,0.0,0.99,0.815,0.0,0.739,0.943,0.925,0.713,0.825,0.45,0.921,0.824,0.905,1.0,1.025,0.844,0.385,0.559,0.617,0.747,0.852,0.0,0.488,0.538,0.938,1.75,0.938,0.635,0.0,0.0,0.811,0.905,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.894,0.884,0.777,0.9,0.133,0.0,0.118,0.952,1.048,1.025,0.648,0.0,0.622,0.0,0.716,0.94,1.059,1.325,0.877,1.077,4.25,1.111,0.876,0.986,0.638,1.02,1.452,1.024,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.986,0.0,0.0,1.01,0.915,0.0,1.13,0.925,0.779,0.496,1.075,0.825,0.447,0.765,0.889,0.895,1.062,0.0,0.446,0.683,0.781,0.842,0.956,0.0,1.212,0.908,0.108,2.75,1.099,0.839,0.887,0.638,0.993,1.238,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.881,0.0,0.0,0.919,0.875,0.0,0.739,0.947,0.945,0.669,0.825,0.733,0.921,0.824,0.921,1.01,1.038,0.867,0.662,0.601,0.648,0.863,0.901,0.0,0.587,0.662,1.077,4.0,0.984,0.73,0.0,0.0,0.878,0.238,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.868,0.829,0.77,0.675,0.0,0.0,0.029,0.81,0.952,0.913,0.578,0.0,0.601,0.0,0.632,0.808,0.529,1.237,0.769,0.969,2.25,1.074,0.788,0.922,0.468,0.966,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.859,0.859,0.744,0.9,0.025,0.0,0.118,0.937,1.048,1.025,0.625,0.0,0.647,0.0,0.695,0.912,1.0,1.325,0.877,1.092,4.0,1.103,0.854,1.0,1.043,1.216,1.857,1.024,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.0,0.0,0.0,0.818,0.0,0.0,0.0,0.775,0.878,0.777,0.925,0.125,0.0,0.118,0.952,1.048,1.025,0.648,0.477,0.595,0.0,0.695,0.934,1.0,1.362,0.954,1.154,4.75,1.111,0.876,0.986,0.638,1.02,1.452,1.021,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.0,0.0,0.0,0.808,0.0,0.0,0.0,0.863,0.713,0.747,0.7,0.025,0.0,0.0,0.81,0.971,0.913,0.594,0.354,0.601,0.0,0.632,0.824,0.529,1.25,0.769,0.831,2.25,1.074,0.818,0.915,0.468,0.966,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.937,0.0,0.0,0.929,0.88,0.0,0.783,0.894,0.657,0.487,0.875,0.75,0.263,0.471,0.73,0.819,0.95,0.148,0.262,0.671,0.703,0.768,0.912,0.0,1.112,0.785,0.862,0.75,1.07,0.781,0.844,0.426,0.905,1.071,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.993,0.0,0.0,1.02,0.92,0.0,0.783,0.899,0.856,0.49,0.875,0.75,0.263,0.471,0.73,0.81,0.95,0.492,0.323,0.671,0.727,0.779,0.907,0.0,1.112,0.769,0.877,0.75,1.07,0.781,0.844,0.404,0.912,1.048,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
1.0,0.0,0.0,1.02,0.92,0.0,1.174,0.925,0.483,0.51,1.075,0.875,0.474,0.706,0.857,0.886,1.05,0.211,0.0,0.695,0.805,0.874,0.945,0.0,1.212,0.877,1.0,2.75,1.103,0.847,0.894,0.553,0.966,1.262,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.889,0.0,0.0,0.0,0.7,0.718,0.75,0.9,0.05,0.0,0.147,0.937,1.038,1.013,0.641,0.462,0.631,0.0,0.705,0.896,1.0,1.337,0.877,1.062,4.25,1.107,0.869,0.95,0.638,1.014,1.452,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.937,0.0,0.0,0.929,0.88,0.0,0.783,0.894,0.84,0.49,0.875,0.75,0.263,0.471,0.73,0.819,0.95,0.164,0.2,0.668,0.719,0.768,0.918,0.0,1.1,0.785,0.862,0.75,1.066,0.774,0.816,0.426,0.905,1.0,0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.944,0.0,0.0,0.939,0.88,0.0,0.826,0.89,0.492,0.504,0.875,0.808,0.263,0.471,0.73,0.8,0.95,0.0,0.0,0.674,0.727,0.8,0.912,0.0,1.175,0.877,1.031,3.0,1.107,0.847,0.887,0.574,0.966,1.262,0.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.74,0.815,0.747,0.875,0.058,0.0,0.265,0.968,1.048,1.025,0.641,0.477,0.628,0.0,0.747,0.912,1.118,1.337,0.892,1.077,4.25,1.111,0.876,0.979,0.638,1.02,1.452,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
