px_0,px_1,px_2,px_3,px_4,px_5,px_6,px_7,px_8,px_9,px_10,px_11,px_12,px_13,px_14,px_15,px_16,px_17,px_18,px_19,px_20,px_21,px_22,px_23,px_24,px_25,px_26,px_27,px_28,px_29,px_30,px_31,px_32,px_33,px_34,px_35,mask_0,mask_1,mask_2,mask_3,mask_4,mask_5,mask_6,mask_7,mask_8,mask_9,mask_10,mask_11,mask_12,mask_13,mask_14,mask_15,mask_16,mask_17,mask_18,mask_19,mask_20,mask_21,mask_22,mask_23,mask_24,mask_25,mask_26,mask_27,mask_28,mask_29,mask_30,mask_31,mask_32,mask_33,mask_34,mask_35,posture_meta
0.0,0.0,0.0,0.808,0.0,0.0,0.0,0.868,0.715,0.747,0.7,0.033,0.0,0.147,0.952,1.057,1.025,0.648,0.462,0.622,0.0,0.716,0.868,1.0,1.337,0.892,0.954,4.25,1.107,0.876,0.979,0.638,1.02,1.452,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
1.07,0.013,0.0,0.343,0.29,1.333,1.957,1.044,0.959,0.0,0.275,0.0,0.079,0.882,1.079,0.705,0.038,0.0,0.338,0.967,0.945,0.747,0.044,0.0,1.6,1.308,1.492,2.25,0.0,0.102,0.83,0.468,0.845,0.81,0.393,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.859,0.74,0.749,0.875,0.05,0.0,0.118,0.921,1.038,1.0,0.633,0.354,0.607,0.0,0.684,0.907,0.941,1.325,0.877,1.077,6.5,1.206,0.978,0.979,0.66,1.02,1.524,1.027,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.874,0.0,0.0,0.919,0.875,0.0,0.783,0.943,0.948,0.666,0.825,0.717,0.947,0.824,0.921,1.019,1.025,0.859,0.554,0.586,0.625,0.789,0.863,0.0,0.525,0.554,0.954,2.0,0.955,0.679,0.0,0.0,0.845,0.762,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
1.098,0.655,0.085,0.505,0.3,0.0,2.391,1.145,0.0,0.0,0.3,0.0,0.316,1.0,1.111,0.81,0.087,0.0,0.523,0.982,0.984,0.789,0.011,0.0,1.663,1.308,1.108,0.0,0.0,0.0,0.865,0.511,0.899,0.667,0.409,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
1.098,0.694,0.0,0.515,0.315,0.0,2.174,1.15,0.983,0.016,0.4,0.0,0.211,1.0,1.127,0.781,0.1,0.0,0.6,0.991,0.914,0.768,0.038,0.0,1.312,0.862,1.046,0.0,0.0,0.0,1.035,0.681,0.892,0.0,0.384,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.643,0.876,0.767,0.925,0.142,0.0,0.294,1.032,1.067,1.038,0.656,0.108,0.628,0.0,0.747,0.945,1.059,1.325,0.877,0.969,4.25,1.111,0.883,0.986,0.638,1.02,1.452,1.024,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.874,0.0,0.0,0.97,0.875,0.0,0.739,0.947,0.948,0.676,0.825,0.767,0.947,0.882,0.952,1.057,1.075,0.891,0.692,0.628,0.687,0.884,0.912,0.0,0.663,0.677,1.092,4.25,0.992,0.752,0.0,0.0,0.919,1.095,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
1.091,0.652,0.104,0.535,0.305,0.0,2.348,1.145,0.0,0.007,0.35,0.0,0.289,1.147,1.413,1.086,0.387,0.0,0.708,1.069,1.195,0.916,0.022,0.0,1.7,1.077,1.092,0.0,0.0,0.0,0.915,1.064,1.101,0.81,0.405,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.0,0.0,0.0,0.808,0.0,0.0,0.0,0.661,0.826,0.763,0.875,0.0,0.0,0.206,0.937,1.038,1.013,0.641,0.477,0.65,0.0,0.726,0.912,1.0,1.337,0.892,1.092,4.5,1.123,0.876,0.979,0.638,1.014,1.452,1.012,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
1.098,0.647,0.024,0.566,0.32,0.0,0.913,0.974,0.901,0.0,1.125,0.0,0.237,0.971,1.222,1.019,0.475,0.0,0.462,0.982,0.992,0.747,0.044,0.412,1.638,0.954,1.108,1.0,0.0,0.073,0.887,0.872,1.074,0.69,0.479,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.874,0.0,0.0,0.99,0.85,0.0,0.739,0.947,0.953,0.676,0.85,0.708,0.947,0.824,0.921,1.019,1.025,0.867,0.6,0.622,0.633,0.821,0.868,0.0,0.575,0.569,0.969,2.5,0.963,0.693,0.0,0.0,0.878,0.857,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
1.084,0.632,0.0,0.737,0.45,4.333,2.391,1.145,0.945,0.0,1.0,0.0,1.079,1.941,1.429,0.829,0.1,0.0,0.462,0.982,0.984,0.789,0.038,0.0,1.312,0.846,1.015,0.0,0.0,0.0,0.865,0.532,0.892,0.048,0.409,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.944,0.0,0.0,1.081,0.91,0.0,1.087,0.982,0.967,0.683,1.05,0.825,1.132,1.088,1.048,1.095,1.125,0.922,0.692,0.613,0.695,0.895,0.918,0.0,0.663,0.692,1.092,4.5,0.996,0.759,0.0,0.0,0.919,1.024,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.993,0.0,0.0,1.01,0.92,0.0,1.087,0.93,0.914,0.484,1.2,0.775,0.474,0.735,0.873,0.905,1.075,0.453,0.477,0.689,0.773,0.853,0.951,0.0,1.212,0.892,1.0,2.75,1.103,0.839,0.901,0.574,0.959,1.238,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.879,0.0,0.0,0.0,0.621,0.873,0.75,0.9,0.058,0.0,0.176,0.952,1.048,1.025,0.648,0.462,0.628,0.0,0.705,0.907,1.0,1.337,0.892,1.046,4.25,1.107,0.869,0.972,0.638,1.02,1.452,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.944,0.658,0.0,0.939,0.89,0.0,0.826,0.894,0.025,0.5,0.875,0.508,0.237,0.471,0.746,0.829,0.95,0.797,0.308,0.665,0.75,0.8,0.918,0.176,1.112,0.754,0.862,0.75,1.074,0.788,0.865,0.404,0.905,1.024,0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.93,0.0,0.0,1.071,0.915,0.0,1.087,0.987,0.97,0.686,1.05,0.833,1.158,1.088,1.063,1.095,1.125,0.93,0.723,0.637,0.695,0.884,0.907,0.0,0.663,0.677,1.092,4.25,0.992,0.752,0.0,0.0,0.919,1.095,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.937,0.0,0.0,0.939,0.88,0.0,0.783,0.894,0.89,0.506,0.875,0.808,0.237,0.471,0.73,0.81,0.95,0.453,0.0,0.677,0.742,0.8,0.901,0.0,1.112,0.754,0.892,0.75,1.074,0.788,0.837,0.404,0.912,1.071,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.993,0.0,0.0,1.02,0.925,0.0,1.13,0.93,0.0,0.503,1.075,0.608,0.474,0.706,0.873,0.876,1.05,0.211,0.185,0.695,0.805,0.874,0.78,0.0,1.2,0.862,0.308,2.5,1.103,0.854,0.894,0.553,0.959,1.214,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
1.084,0.643,0.0,0.384,0.305,0.0,0.652,1.0,0.953,0.0,0.3,0.0,0.605,1.765,1.302,0.8,0.1,0.0,0.431,0.988,0.984,0.758,0.038,0.0,1.35,1.169,1.538,4.25,0.0,0.088,0.851,0.532,0.878,0.762,0.445,0.001,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
1.077,0.544,0.0,0.242,0.28,0.0,0.478,1.15,1.058,0.001,0.325,0.0,0.158,1.0,1.127,0.743,0.075,0.0,0.4,1.018,1.219,1.084,0.17,1.353,1.3,0.846,1.015,0.0,0.0,0.0,0.844,0.532,0.919,0.0,0.436,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.692,0.721,0.744,0.7,0.0,0.0,0.0,0.81,0.962,0.913,0.586,0.338,0.613,0.0,0.621,0.846,0.529,1.237,0.769,0.938,2.0,1.074,0.81,0.915,0.468,0.959,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.93,0.0,0.0,0.929,0.88,0.0,0.783,0.89,0.0,0.489,0.85,0.442,0.263,0.441,0.73,0.79,0.937,0.234,0.0,0.665,0.742,0.779,0.56,0.0,1.087,0.738,0.0,0.5,1.07,0.788,0.837,0.383,0.899,1.024,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.665,0.834,0.751,0.9,0.025,0.0,0.235,0.952,1.029,1.013,0.633,0.385,0.625,0.0,0.684,0.901,1.0,1.337,0.892,1.062,4.25,1.111,0.861,0.965,0.638,1.02,1.452,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.909,0.0,0.0,0.909,0.805,0.0,0.739,0.877,0.594,0.463,0.825,0.608,0.211,0.441,0.698,0.762,0.937,0.773,0.292,0.622,0.672,0.663,0.901,0.0,1.075,0.769,0.0,0.25,1.037,0.745,0.745,0.404,0.892,1.0,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.889,0.0,0.0,0.0,0.85,0.909,0.761,0.9,0.125,0.0,0.176,0.952,1.048,1.025,0.656,0.446,0.628,0.0,0.716,0.918,1.059,1.325,0.877,1.077,4.25,1.099,0.847,0.979,0.66,1.02,1.429,1.018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.881,0.0,0.0,0.909,0.875,0.0,0.739,0.947,0.945,0.666,0.85,0.725,0.921,0.853,0.921,1.019,1.025,0.859,0.508,0.574,0.594,0.789,0.863,0.0,0.538,0.554,0.954,2.25,0.959,0.679,0.014,0.0,0.845,0.667,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.874,0.0,0.0,0.939,0.86,0.0,0.696,0.947,0.923,0.653,0.825,0.608,0.921,0.824,0.921,1.01,1.025,0.852,0.523,0.595,0.625,0.768,0.857,0.0,0.512,0.538,0.954,2.0,0.947,0.657,0.0,0.0,0.824,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.909,0.0,0.0,1.03,0.825,0.0,1.087,0.978,0.785,0.669,1.025,0.558,1.132,1.059,1.048,1.076,1.125,0.891,0.0,0.556,0.664,0.8,0.885,0.0,0.488,0.662,0.585,3.5,0.947,0.657,0.0,0.0,0.824,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
1.084,0.638,0.0,0.343,0.285,0.0,1.087,1.132,1.041,0.0,0.3,0.0,1.026,1.971,1.492,0.8,0.175,0.0,0.677,0.991,1.031,0.947,0.148,1.059,1.3,0.831,1.015,0.0,0.0,0.0,0.844,0.511,0.872,0.738,0.384,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
1.091,0.56,0.0,0.01,0.305,0.0,0.826,1.0,0.583,0.0,0.3,0.0,0.211,0.912,1.127,0.771,0.1,0.0,0.446,0.982,0.977,0.768,0.038,0.0,1.312,0.846,1.031,0.0,0.0,0.0,0.851,0.532,0.892,0.262,0.396,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.93,0.0,0.0,0.929,0.875,0.0,0.913,0.912,0.735,0.491,1.075,0.458,0.474,0.706,0.857,0.886,1.05,0.703,0.169,0.692,0.773,0.842,0.934,0.0,1.212,0.877,0.969,2.75,1.103,0.825,0.844,0.574,0.959,1.262,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.874,0.0,0.0,0.939,0.875,0.0,0.696,0.947,0.881,0.66,0.825,0.708,0.921,0.824,0.905,1.01,1.025,0.852,0.231,0.595,0.609,0.779,0.857,0.0,0.512,0.538,0.938,2.0,0.951,0.664,0.0,0.0,0.831,0.69,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.841,0.826,0.751,0.75,0.008,0.0,0.0,0.81,0.962,0.9,0.578,0.277,0.598,0.0,0.621,0.857,0.529,1.237,0.769,0.938,2.0,1.074,0.803,0.922,0.468,0.959,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.0,0.0,0.0,0.778,0.0,0.0,0.0,0.573,0.87,0.756,0.675,0.05,0.0,0.0,0.81,0.952,0.9,0.586,0.246,0.592,0.0,0.6,0.852,0.471,1.225,0.754,0.954,2.0,1.066,0.781,0.922,0.468,0.939,1.238,0.991,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.923,0.0,0.0,1.051,0.89,0.0,1.13,0.982,0.909,0.653,1.025,0.675,1.132,1.059,1.032,1.086,1.112,0.906,0.646,0.601,0.687,0.842,0.896,0.0,0.587,0.662,1.062,4.0,0.979,0.715,0.0,0.0,0.818,0.929,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.958,0.0,0.0,1.02,0.925,0.0,1.087,0.978,0.967,0.674,1.025,0.683,1.158,1.088,1.048,1.095,1.125,0.922,0.785,0.601,0.68,0.884,0.912,0.0,0.613,0.677,1.077,4.25,0.988,0.737,0.0,0.0,0.899,0.881,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.916,0.0,0.0,1.071,0.89,0.0,1.087,0.978,0.948,0.673,1.025,0.475,1.132,1.059,1.032,1.076,1.125,0.898,0.0,0.574,0.664,0.811,0.89,0.0,0.538,0.662,1.077,3.75,0.942,0.672,0.0,0.0,0.824,0.048,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
0.993,0.05,0.0,1.02,0.91,0.0,1.174,0.93,0.735,0.503,1.075,0.633,0.474,0.706,0.857,0.867,1.05,0.461,0.0,0.689,0.789,0.863,0.951,0.0,1.212,0.877,0.954,2.75,1.103,0.839,0.894,0.574,0.973,1.238,0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.833,0.724,0.737,0.7,0.0,0.0,0.0,0.81,0.971,0.913,0.586,0.354,0.607,0.0,0.632,0.819,0.471,1.237,0.769,0.815,2.25,1.07,0.803,0.922,0.489,0.959,1.262,0.991,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.86,0.649,0.04,0.505,0.34,3.667,1.826,1.132,1.091,0.0,0.3,0.0,0.342,1.382,1.571,1.114,0.475,0.039,0.508,0.985,1.0,0.747,0.027,0.0,1.388,0.877,1.062,0.0,0.0,0.0,0.879,0.553,0.905,1.095,0.412,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,front
0.923,0.645,0.0,0.929,0.845,0.0,0.783,0.885,0.605,0.49,0.85,0.725,0.211,0.471,0.714,0.79,0.95,0.367,0.292,0.64,0.695,0.716,0.912,0.0,1.087,0.769,0.815,0.5,1.041,0.745,0.511,0.404,0.899,1.024,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.0,0.0,0.0,0.768,0.0,0.0,0.0,0.537,0.854,0.744,0.675,0.017,0.0,0.0,0.81,0.952,0.913,0.586,0.338,0.601,0.0,0.589,0.89,0.471,1.237,0.754,0.923,2.25,1.07,0.781,0.922,0.468,0.966,1.262,0.997,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.568,0.856,0.743,0.7,0.0,0.0,0.0,0.81,0.971,0.913,0.586,0.323,0.601,0.0,0.621,0.857,0.529,1.237,0.769,0.923,2.25,1.074,0.81,0.915,0.468,0.966,1.262,0.994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left
0.937,0.641,0.0,0.939,0.885,0.0,0.826,0.894,0.0,0.479,0.875,0.708,0.237,0.471,0.746,0.838,0.95,0.727,0.323,0.637,0.734,0.789,0.912,0.059,1.112,0.754,0.862,0.5,1.07,0.781,0.851,0.404,0.885,1.0,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0.93,0.0,0.0,0.99,0.915,0.0,1.087,0.978,0.967,0.673,1.1,0.708,1.132,1.059,1.048,1.086,1.125,0.914,0.646,0.604,0.687,0.884,0.907,0.0,0.625,0.692,1.092,4.25,0.992,0.737,0.014,0.0,0.919,1.048,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,right
