s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,label
0.937,0.665,0.0,0.939,0.885,0.0,0.783,0.894,0.011,0.509,0.85,0.708,0.263,0.471,0.746,0.81,0.95,0.398,0.0,0.686,0.75,0.789,0.896,0.0,1.112,0.754,0.692,0.75,1.07,0.781,0.858,0.404,0.905,0.929,0.555,0.0,normal
1.0,0.669,0.0,1.02,0.915,0.0,1.174,0.93,0.0,0.514,1.075,0.783,0.474,0.735,0.889,0.895,1.075,0.492,0.0,0.701,0.875,0.958,0.951,0.0,1.225,0.908,0.985,3.25,1.132,0.927,0.915,0.574,0.959,1.119,0.476,0.0,normal
0.944,0.66,0.0,0.939,0.865,0.0,0.783,0.894,0.011,0.517,0.875,0.783,0.474,0.706,0.873,0.895,1.062,0.359,0.0,0.707,0.812,0.863,0.945,0.0,1.2,0.877,0.0,2.5,1.103,0.847,0.915,0.574,0.959,1.143,0.473,0.0,normal
1.0,0.651,0.0,1.02,0.92,0.0,0.913,0.938,0.022,0.494,1.075,0.0,0.474,0.706,0.873,0.905,1.062,0.422,0.0,0.704,0.859,0.958,0.962,0.529,1.2,0.877,0.908,2.5,1.103,0.847,0.879,0.553,0.959,1.119,0.72,0.0,normal
1.056,0.669,0.0,1.081,0.96,0.0,1.13,0.93,0.028,0.504,1.075,0.767,0.474,0.706,0.873,0.905,1.075,0.414,0.0,0.71,0.82,0.884,0.962,0.0,1.2,0.908,0.969,2.75,1.103,0.876,0.858,0.553,0.959,1.119,0.543,0.0,normal
0.993,0.67,0.0,1.02,0.915,0.0,1.261,0.938,0.017,0.509,1.1,0.2,0.474,0.706,0.873,0.905,1.062,0.406,0.0,0.698,0.812,0.874,0.951,0.235,1.212,0.877,0.985,2.5,1.103,0.839,0.915,0.574,0.966,0.857,0.784,0.0,normal
0.993,0.591,0.0,1.01,0.92,0.0,1.174,0.93,0.0,0.499,1.1,0.75,0.474,0.706,0.873,0.905,1.05,0.406,0.0,0.647,0.797,0.874,0.951,0.118,1.437,0.938,0.708,2.5,1.111,0.839,0.908,0.553,0.959,1.048,0.497,0.0,normal
0.937,0.641,0.0,0.939,0.885,0.0,0.826,0.894,0.0,0.479,0.875,0.708,0.237,0.471,0.746,0.838,0.95,0.727,0.323,0.637,0.734,0.789,0.912,0.059,1.112,0.754,0.862,0.5,1.07,0.781,0.851,0.404,0.885,1.0,0.741,0.0,normal
0.993,0.649,0.0,1.02,0.925,0.0,1.174,0.93,0.047,0.489,1.225,0.792,0.447,0.706,0.889,0.924,1.075,0.516,0.431,0.674,0.805,0.884,0.962,0.0,1.212,0.877,0.985,2.75,1.107,0.839,0.908,0.574,0.966,1.214,0.588,0.0,normal
0.993,0.652,0.0,1.01,0.92,0.0,1.13,0.93,0.0,0.493,1.1,0.7,0.474,0.735,0.889,0.924,1.062,0.875,0.415,0.683,0.805,0.884,0.956,0.765,1.212,0.877,1.0,2.75,1.107,0.839,0.908,0.574,0.966,1.214,0.753,0.0,normal
0.944,0.658,0.0,0.939,0.89,0.0,0.826,0.894,0.025,0.5,0.875,0.508,0.237,0.471,0.746,0.829,0.95,0.797,0.308,0.665,0.75,0.8,0.918,0.176,1.112,0.754,0.862,0.75,1.074,0.788,0.865,0.404,0.905,1.024,0.707,0.0,normal
1.021,0.675,0.0,1.051,0.97,0.167,1.13,0.925,0.077,0.509,1.075,0.558,0.447,0.735,0.889,0.895,1.075,0.875,0.369,0.686,0.812,0.895,0.962,0.588,1.25,0.954,1.0,3.0,1.103,0.854,0.922,0.553,0.959,1.238,0.671,0.0,normal
