s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,label
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.78,0.881,0.777,0.9,0.133,0.0,0.118,0.952,1.048,1.025,0.648,0.154,0.622,0.0,0.716,0.94,1.0,1.35,0.923,1.092,4.5,1.115,0.883,0.993,0.66,1.027,1.5,1.027,0.0,left
0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.485,0.862,0.77,0.7,0.075,0.0,0.0,0.81,0.971,0.925,0.594,0.0,0.604,0.0,0.642,0.896,0.529,1.225,0.754,0.954,2.25,1.074,0.818,0.922,0.468,0.966,1.262,1.0,0.0,left
0.0,0.0,0.0,0.939,0.0,0.0,0.0,0.709,0.881,0.777,0.9,0.133,0.0,0.118,0.984,1.086,1.038,0.656,0.0,0.628,0.0,0.726,0.945,1.059,1.337,0.877,1.077,4.25,1.111,0.876,0.979,0.638,1.02,1.452,1.021,0.0,left
0.0,0.0,0.0,0.788,0.0,0.0,0.0,0.85,0.862,0.771,0.7,0.075,0.0,0.0,0.825,0.971,0.913,0.594,0.0,0.604,0.0,0.642,0.896,0.529,1.237,0.754,0.954,2.25,1.074,0.818,0.929,0.468,0.966,1.262,1.0,0.0,left
0.0,0.0,0.0,0.859,0.0,0.0,0.0,0.885,0.884,0.779,0.9,0.142,0.0,0.118,0.968,1.057,1.038,0.656,0.292,0.613,0.0,0.747,0.956,1.118,1.45,0.908,1.108,4.5,1.115,0.876,0.986,0.638,1.02,1.476,1.024,0.0,left
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.89,0.884,0.78,0.95,0.15,0.0,0.118,0.952,1.057,1.025,0.656,0.292,0.619,0.0,0.716,0.951,1.235,1.337,0.877,1.108,4.25,1.111,0.876,0.986,0.638,1.02,1.452,1.024,0.0,left
0.0,0.0,0.0,0.798,0.0,0.0,0.0,0.85,0.862,0.771,0.725,0.083,0.0,0.0,0.825,0.971,0.925,0.594,0.0,0.604,0.0,0.642,0.896,0.588,1.237,0.754,0.985,2.25,1.078,0.818,0.922,0.468,0.966,1.262,1.0,0.0,left
0.0,0.0,0.0,0.869,0.0,0.0,0.0,0.885,0.884,0.779,0.9,0.142,0.0,0.088,0.937,1.057,1.025,0.648,0.0,0.625,0.0,0.726,0.94,1.059,1.237,0.769,1.0,2.5,1.078,0.818,0.922,0.468,0.966,1.262,1.0,0.0,left
0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.881,0.884,0.779,0.9,0.142,0.0,0.206,0.968,1.057,1.025,0.648,0.215,0.616,0.0,0.716,0.94,1.0,1.337,0.877,1.108,4.5,1.111,0.883,0.986,0.66,1.061,1.524,1.027,0.0,left
0.0,0.0,0.0,0.758,0.0,0.0,0.0,0.841,0.854,0.774,0.7,0.075,0.0,0.0,0.825,0.971,0.913,0.594,0.2,0.595,0.0,0.642,0.901,0.529,1.325,0.892,0.985,4.25,1.111,0.869,0.986,0.638,1.02,1.452,1.021,0.0,left
0.0,0.0,0.0,0.848,0.0,0.0,0.0,0.7,0.873,0.781,0.9,0.142,0.0,0.0,0.81,0.971,0.913,0.594,0.231,0.601,0.0,0.642,0.901,0.529,1.237,0.754,0.831,2.25,1.074,0.818,0.929,0.468,0.966,1.262,0.997,0.0,left
